date,open,high,low,close,volume,short_ma,long_ma,rolling_vol_20
2025-12-08,75.52,77.72,75.06,77.67,249601,76.03200000000001,78.5115,2.939466967433061
2025-12-09,77.65,78.14,77.18,77.62,370582,76.354,78.2895,2.8227095512157847
2025-12-10,77.88,78.25,77.21,77.32,342619,76.58,78.10249999999999,2.7525201371219117
2025-12-11,76.86,77.46,76.29,77.16,403484,77.136,77.848,2.5786789763668376
2025-12-12,77.16,77.54,75.69,76.02,481896,77.158,77.5235,2.3602347675375674
2025-12-15,75.82,77.6,75.17,77.37,388743,77.098,77.25949999999999,2.028638316963122
2025-12-16,77.07,77.29,76.36,76.74,112380,76.922,76.99799999999999,1.699930648739711
2025-12-17,77.0,77.11,75.79,76.71,53427,76.8,76.7405,1.2570494902949902
2025-12-18,76.56,76.95,75.6,75.79,484423,76.526,76.5555,1.0926186554850832
2025-12-19,76.24,77.19,74.76,75.07,413112,76.33599999999998,76.4005,1.0712043148759012
2025-12-22,74.84,75.83,72.9,73.57,349580,75.576,76.14750000000001,1.1136231763687212
2025-12-23,73.68,75.9,73.39,75.1,163828,75.24799999999999,76.097,1.1380458782715297
2025-12-24,75.04,75.65,74.79,74.95,408141,74.89599999999999,75.987,1.1372316340446453
2025-12-25,74.72,76.34,74.4,76.14,99097,74.96599999999998,76.0395,1.1177113599712152
2025-12-26,76.32,77.15,76.17,76.19,335804,75.19000000000001,76.04749999999999,1.118212271533766
2025-12-29,76.14,76.52,74.95,75.38,219440,75.55199999999999,76.0645,1.1045907791901333
2025-12-30,75.56,75.94,73.89,75.02,441642,75.536,76.015,1.1290727448468807
2025-12-31,75.01,75.32,73.63,74.38,356832,75.422,75.9245,1.1854400692961657
2026-01-01,74.05,74.84,73.98,74.42,196807,75.078,75.9265,1.1827277793296986
2026-01-02,74.39,74.66,73.86,74.0,405688,74.63999999999999,75.83099999999999,1.2587959995246238
2026-01-05,74.01,74.39,73.39,73.67,368621,74.29799999999999,75.631,1.2689568861649625
2026-01-06,73.95,74.03,71.34,72.04,163279,73.702,75.352,1.4137877455515528
2026-01-07,71.77,72.06,70.95,71.1,168850,73.046,75.041,1.6262514209704904
2026-01-08,71.09,74.2,70.9,73.12,223999,72.78600000000002,74.839,1.599887825014479
2026-01-09,72.6,72.98,71.68,72.34,278895,72.45400000000001,74.655,1.6671169567149076
2026-01-12,72.54,72.87,70.45,71.11,174540,71.94200000000001,74.34200000000001,1.7174448585335045
2026-01-13,70.78,72.1,70.5,71.54,356670,71.84200000000001,74.08200000000001,1.7288803800202377
2026-01-14,71.0,73.87,70.94,73.26,285967,72.274,73.90950000000001,1.6216576152352498
2026-01-15,73.24,73.31,71.48,71.55,140505,71.96,73.6975,1.6399257845845292
2026-01-16,71.88,72.22,71.14,71.33,366152,71.75800000000001,73.5105,1.687721837269931
2026-01-19,70.87,71.55,70.33,70.6,77521,71.65599999999999,73.362,1.8085487057445824
2026-01-20,70.27,70.75,67.89,68.52,468160,71.05199999999999,73.033,2.05715209375482
2026-01-21,68.29,69.86,68.08,69.43,405926,70.28599999999999,72.757,2.154417982217695
2026-01-22,69.09,70.3,68.54,69.43,90765,69.86200000000001,72.4215,2.122087539738512
2026-01-23,69.54,69.74,68.58,69.55,414025,69.506,72.08950000000002,2.0183538759144
2026-01-26,69.3,69.73,67.92,68.67,199596,69.12,71.75399999999999,2.000206305148418
2026-01-27,68.46,69.49,68.4,69.25,349549,69.266,71.46549999999999,1.918803012296354
2026-01-28,69.42,70.27,67.97,68.63,156195,69.106,71.17800000000001,1.889680006327348
2026-01-29,68.4,68.67,67.66,68.49,194644,68.918,70.8815,1.8180882816842285
2026-01-30,68.62,68.82,67.01,67.19,56645,68.446,70.541,1.8408633558019243
2026-02-02,66.9,67.14,65.65,65.76,346177,67.864,70.1455,1.9778469820003686
2026-02-03,65.4,67.99,65.03,67.39,315289,67.49199999999999,69.913,2.0163570590228064
2026-02-04,66.84,67.42,66.73,66.81,87746,67.128,69.6985,2.1094730571744127
2026-02-05,67.37,68.19,66.35,67.19,174185,66.868,69.402,2.0180151791191405
2026-02-06,67.1,67.26,66.78,67.18,348129,66.866,69.144,1.9513757629986035
2026-02-09,67.26,67.88,66.62,66.68,409178,67.05,68.9225,1.9678250751306874
2026-02-10,66.68,66.99,65.79,66.1,309289,66.792,68.6505,1.9629448205230664
2026-02-11,66.15,67.09,65.82,66.89,123971,66.808,68.332,1.6706903710103553
2026-02-12,66.91,67.47,66.11,66.56,327741,66.682,68.08250000000001,1.5316378402486113
2026-02-13,67.13,67.26,65.93,66.41,150536,66.52799999999999,67.8365,1.3690768114998766
2026-02-16,66.1,66.69,65.76,66.46,251142,66.48400000000001,67.6295,1.235737474247799
2026-02-17,66.0,68.19,65.26,67.91,265625,66.84599999999999,67.599,1.220029766676254
2026-02-18,67.6,68.8,67.36,68.75,151321,67.21799999999999,67.565,1.1749602456868615
2026-02-19,68.35,69.45,67.95,69.24,416252,67.75399999999999,67.55550000000001,1.1597571206698956
2026-02-20,69.47,69.98,68.41,68.59,376644,68.19000000000001,67.5075,1.0906727764367783
2026-02-23,68.84,69.33,66.53,66.97,99321,68.292,67.4225,1.0611506912172395
2026-02-24,66.68,69.01,66.21,68.14,258858,68.338,67.367,0.9869735772057912
2026-02-25,67.72,69.67,67.59,69.33,101493,68.454,67.402,1.0448349151885854
2026-02-26,69.22,69.28,68.98,69.19,385420,68.444,67.437,1.0937771350004422
2026-02-27,69.6,70.04,68.97,69.87,223274,68.7,67.571,1.218929210844419
2026-03-02,69.02,70.96,68.52,70.83,213881,69.47200000000001,67.82449999999999,1.343328446727264
2026-03-03,70.99,71.9,70.8,71.86,160836,70.21600000000001,68.048,1.6121825676939314
2026-03-04,71.54,73.53,70.53,73.0,89505,70.95,68.3575,1.925690238520761
2026-03-05,73.31,73.52,71.39,72.48,110435,71.608,68.622,2.111249567635115
2026-03-06,72.16,74.52,72.12,74.33,294105,72.5,68.9795,2.4347905454057885
2026-03-09,74.24,74.85,72.37,72.86,376496,72.90599999999999,69.2885,2.5183208169015283
2026-03-10,72.41,74.29,71.26,73.93,330242,73.32,69.67999999999999,2.603726075008997
2026-03-11,73.63,75.06,73.0,74.55,151692,73.63000000000001,70.06300000000002,2.731949564148331
2026-03-12,74.97,76.06,74.5,75.63,464799,74.26,70.5165,2.8692072534335358
2026-03-13,75.87,78.5,75.54,77.91,343020,74.976,71.09150000000001,3.1422641434746157
2026-03-16,77.79,80.14,77.56,79.72,449489,76.348,71.75450000000001,3.4929364437387034
2026-03-17,79.46,80.23,78.04,78.38,52125,77.238,72.27799999999999,3.6666887399651973
2026-03-18,77.81,78.34,76.15,76.38,75717,77.604,72.65950000000001,3.6772150145396822
2026-03-19,76.27,77.91,75.64,77.39,76919,77.95599999999999,73.067,3.7295394099707
2026-03-20,77.38,77.91,75.93,76.21,397328,77.61600000000001,73.44800000000001,3.6361599177383273
2026-03-23,76.18,76.26,75.91,76.22,215001,76.916,73.9105,3.3454831686286277
2026-03-24,76.19,77.61,76.15,77.26,167613,76.692,74.3665,3.1322990967622437
2026-03-25,76.92,77.24,74.93,75.32,317955,76.47999999999999,74.666,2.9033871326614307
2026-03-26,75.3,75.76,72.68,72.81,363739,75.564,74.847,2.645417288742496
2026-03-27,72.8,73.16,72.46,73.16,251511,74.95400000000001,75.0115,2.411601946293629
2026-03-30,73.54,74.43,72.53,73.24,220766,74.35799999999999,75.132,2.2462075641069914
2026-03-31,73.8,74.23,72.46,72.97,224568,73.5,75.1875,2.173648097698987
2026-04-01,72.93,73.09,72.38,73.05,194935,73.046,75.19,2.1710269216975844
2026-04-02,72.82,72.93,71.54,72.05,220948,72.894,75.1685,2.2011965047742605
2026-04-03,72.03,72.34,69.84,70.26,269727,72.314,74.965,2.4561641038949205
2026-04-06,70.08,70.46,69.72,70.09,196767,71.684,74.8265,2.6514450379882337
2026-04-07,69.87,70.05,68.65,68.96,288739,70.88199999999999,74.578,2.95537084679807
2026-04-08,68.94,69.37,66.39,67.01,341355,69.674,74.201,3.405733401192551
2026-04-09,66.7,67.86,66.63,67.65,362517,68.79400000000001,73.80199999999999,3.6854687625861753
2026-04-10,67.83,68.4,66.8,67.61,54137,68.264,73.28699999999999,3.7991108378004825
2026-04-13,67.58,68.31,67.16,68.12,337047,67.87,72.70700000000001,3.647768027019476
2026-04-14,68.2,68.59,66.79,66.97,192654,67.47200000000001,72.1365,3.605834854787176
2026-04-15,66.91,67.61,65.95,66.21,355214,67.312,71.628,3.6919793578709657
2026-04-16,65.99,67.16,64.84,65.04,482451,66.79,71.01050000000001,3.7102879374713162
2026-04-17,64.75,64.85,63.56,64.0,222834,66.06800000000001,70.4,3.8128356625314086
2026-04-20,63.93,64.53,63.75,64.27,100415,65.298,69.8025,3.789049144712977
2026-04-21,64.1,64.25,62.62,63.36,354803,64.576,69.10749999999999,3.6202062677491154
2026-04-22,63.43,64.45,63.26,63.82,198927,64.098,68.5325,3.4925633400423455
2026-04-23,63.82,64.31,63.53,64.25,205424,63.94,68.1045,3.4651733077334956
2026-04-24,63.85,66.97,63.66,66.71,327300,64.482,67.782,3.2642200648203836
2026-04-27,66.73,67.13,64.87,65.07,323389,64.642,67.3735,3.0493765972040734
2026-04-28,64.67,66.28,64.28,66.17,61766,65.204,67.03349999999999,2.75767689225952
2026-04-29,65.98,66.2,65.27,66.09,256789,65.65799999999999,66.6855,2.3704396105712524
2026-04-30,66.0,66.36,65.41,66.1,220272,66.02799999999999,66.388,2.0072961651768124
2026-05-01,65.48,65.71,64.39,64.39,303259,65.564,66.09450000000001,1.8329196582722413
2026-05-04,64.42,64.46,63.7,63.87,332252,65.324,65.78349999999999,1.6364636937766677
2026-05-05,63.92,65.07,62.98,64.79,57892,65.048,65.575,1.4673588876821024
2026-05-06,64.75,65.19,64.23,64.73,77761,64.776,65.461,1.4382844312790268
2026-05-07,64.6,65.2,64.2,64.85,274453,64.526,65.321,1.3473986633105979
2026-05-08,64.74,64.87,63.82,64.53,428016,64.554,65.167,1.244059991782677
2026-05-11,64.24,66.21,63.1,65.95,148985,64.97,65.05850000000001,1.0529021297030594
2026-05-12,65.87,66.59,65.08,65.95,102390,65.202,65.0075,0.9774395929627179
2026-05-13,65.79,66.35,62.9,63.34,223615,64.924,64.864,1.0019738414468344
2026-05-14,63.37,63.75,62.04,62.54,170011,64.462,64.739,1.1270030121832053
2026-05-15,62.18,62.31,59.62,60.21,83196,63.598,64.5495,1.5110138631836356
2026-05-18,60.28,60.87,56.12,56.34,467510,61.676,64.15299999999999,2.379226101508947
2026-05-19,56.38,56.61,55.65,55.73,345605,59.632000000000005,63.7715,3.0345454441526645
2026-05-20,55.69,57.41,55.27,57.36,406954,58.436,63.4485,3.355900185140735
2026-05-21,57.23,57.61,57.11,57.45,452084,57.41799999999999,63.10849999999999,3.6056013076142572
2026-05-22,57.61,58.45,55.69,56.07,335453,56.59000000000001,62.57650000000001,3.8245471352134635
2026-05-25,55.57,56.04,54.54,54.97,209568,56.315999999999995,62.07149999999999,4.132393565349636
2026-05-26,55.11,57.11,54.01,56.36,50267,56.44199999999999,61.581,4.2019330138196125
2026-05-27,56.43,56.83,56.29,56.58,97280,56.286,61.10549999999999,4.202915623330735
2026-05-28,56.66,57.35,56.3,56.67,191432,56.129999999999995,60.634,4.141623632802098
2026-05-29,56.78,57.0,56.28,56.63,329120,56.242,60.245999999999995,4.134714907755591
2026-06-01,56.44,57.06,55.9,56.71,346770,56.589999999999996,59.888,4.114340261751437
2026-06-02,56.63,58.85,55.92,57.7,107166,56.85799999999999,59.533500000000004,3.9727522939983055
2026-06-03,57.9,59.03,57.64,58.4,167111,57.222,59.217000000000006,3.7846658755389133
2026-06-04,58.53,58.94,58.37,58.69,451229,57.626,58.90899999999999,3.5451967505337394
2026-06-05,58.75,59.12,57.37,57.47,181752,57.794,58.556,3.298986128142875
2026-06-08,57.01,58.61,56.89,58.11,105105,58.074,58.164,2.802604803429365
2026-06-09,58.27,59.03,56.76,57.32,160453,57.998000000000005,57.7325,2.1226098012625347
2026-06-10,57.67,58.91,57.25,58.66,212841,58.05,57.4985,1.684684180927795
2026-06-11,58.96,59.09,57.07,57.16,273478,57.74399999999999,57.229499999999994,1.1959513940109423
2026-06-12,57.23,57.55,56.74,57.03,272596,57.65599999999999,57.070499999999996,0.9686261295990017
2026-06-15,56.56,57.46,56.15,57.05,97855,57.444,57.10600000000001,0.9533343148046522
2026-06-16,57.33,57.77,54.94,55.49,103042,57.077999999999996,57.09400000000001,0.9728763647284326
2026-06-17,55.45,58.38,55.23,57.59,142655,56.864,57.10549999999999,0.9775343579881032
2026-06-18,56.83,59.87,56.5,59.37,193436,57.306000000000004,57.201499999999996,1.0997811983322543
2026-06-19,59.48,60.13,58.7,58.84,484827,57.66799999999999,57.339999999999996,1.1239404367037402
2026-06-22,58.4,59.87,58.34,59.8,173875,58.218,57.58149999999999,1.1066748440806844
2026-06-23,59.41,60.94,58.53,60.28,209259,59.176,57.777499999999996,1.220253964073398
2026-06-24,60.09,61.12,56.92,57.18,370985,59.093999999999994,57.807500000000005,1.196406351491616
2026-06-25,57.56,58.19,57.21,57.51,202469,58.722,57.8495,1.1687981906732527
2026-06-26,57.4,57.94,56.93,57.46,493823,58.446000000000005,57.891000000000005,1.1375361185682833
2026-06-29,57.55,58.04,57.26,57.59,269440,58.004,57.935,1.1060336913089783
2026-06-30,58.12,59.06,56.17,56.33,213276,57.214,57.866499999999995,1.1623446132686976
2026-07-01,56.81,56.93,55.66,56.04,397177,56.986000000000004,57.7485,1.223516394829175
2026-07-02,56.01,56.37,55.46,55.86,405823,56.65599999999999,57.607000000000006,1.2716011456737932
2026-07-03,55.78,57.85,55.41,57.31,347864,56.626,57.599000000000004,1.2730109355775205
2026-07-06,56.93,58.37,56.77,57.74,113153,56.65599999999999,57.580499999999994,1.2678721295291537
2026-07-07,57.53,58.03,57.18,57.77,182396,56.944,57.602999999999994,1.2669985253158689
2026-07-08,57.89,60.12,57.75,59.63,310961,57.662,57.6515,1.326746217748705
2026-07-09,59.75,60.07,58.76,58.99,216410,58.288,57.74300000000001,1.3538914673111304
2026-07-10,59.03,59.46,58.09,58.56,244720,58.538,57.819500000000005,1.3547090384809999
2026-07-13,58.86,59.22,55.81,56.41,177611,58.272000000000006,57.7875,1.3811432144937426
2026-07-14,56.18,58.38,55.51,58.32,179682,58.382000000000005,57.928999999999995,1.2742010912910904
2026-07-15,58.3,59.9,58.05,59.51,267253,58.35799999999999,58.025,1.3188611514624662
2026-07-16,59.73,61.3,59.05,60.64,419769,58.688,58.08850000000001,1.4141587605339125
2026-07-17,60.81,61.58,60.06,61.47,214516,59.269999999999996,58.21999999999999,1.598041564572119
2026-07-20,61.79,62.12,60.89,61.63,385889,60.314,58.3115,1.7394078696030362
2026-07-21,61.75,62.52,60.93,61.92,491744,61.034000000000006,58.3935,1.8707872674344586
2026-07-22,61.83,61.91,61.29,61.65,110298,61.462,58.617,1.981894627820666
2026-07-23,61.76,62.21,61.09,61.43,466282,61.620000000000005,58.813,2.058990810540379
2026-07-24,61.13,61.61,60.49,61.53,181583,61.63199999999999,59.01649999999999,2.118498164662706
